index,Ship Mode,Predicted
273,Standard Class,Standard Class
31910,Second Class,Standard Class
28652,First Class,
26786,Second Class,Standard Class
8632,Standard Class,Standard Class
22870,Standard Class,Standard Class
6646,Second Class,Standard Class
21936,Standard Class,Standard Class
17687,Standard Class,Standard Class
43139,Standard Class,Standard Class
9109,Standard Class,Standard Class
1787,First Class,
7502,Standard Class,Standard Class
3403,Second Class,
22845,Standard Class,Standard Class
28685,First Class,Standard Class
13855,First Class,Standard Class
46565,Standard Class,Standard Class
12848,Same Day,Standard Class
46757,Standard Class,Standard Class
1033,Standard Class,Standard Class
10349,Second Class,Standard Class
30739,First Class,Standard Class
38074,Standard Class,Standard Class
5951,Same Day,Standard Class
16843,Standard Class,Standard Class
48299,First Class,
47988,Standard Class,Standard Class
34242,Standard Class,Standard Class
28960,First Class,Standard Class
39086,Standard Class,Standard Class
29771,Second Class,Standard Class
3421,First Class,
15695,Standard Class,Standard Class
17547,Standard Class,Standard Class
28382,Same Day,Standard Class
1918,Second Class,Standard Class
35330,Standard Class,Standard Class
47839,Standard Class,Standard Class
17805,Standard Class,Standard Class
44079,Standard Class,Standard Class
36134,Standard Class,Standard Class
7684,Standard Class,Standard Class
25165,First Class,Standard Class
1728,Second Class,Standard Class
7464,Standard Class,Standard Class
33228,Standard Class,Standard Class
3808,Same Day,Standard Class
6379,Second Class,Standard Class
17638,Standard Class,Standard Class
25786,Same Day,Standard Class
9972,First Class,Standard Class
23897,First Class,
38206,Standard Class,Standard Class
39962,Standard Class,Standard Class
5042,Standard Class,Standard Class
29496,Second Class,Standard Class
4546,First Class,Standard Class
17207,Standard Class,Standard Class
3304,Standard Class,Standard Class
47739,First Class,Standard Class
14739,Second Class,Standard Class
4185,Standard Class,Standard Class
16169,Standard Class,Standard Class
19034,Standard Class,Standard Class
15610,Standard Class,Standard Class
26869,Second Class,Standard Class
40816,Standard Class,Standard Class
1085,Standard Class,Standard Class
4951,Standard Class,Standard Class
40970,Standard Class,Standard Class
33694,Standard Class,Standard Class
27978,First Class,Standard Class
6176,Second Class,
31996,Second Class,Standard Class
38738,Standard Class,Standard Class
46662,Standard Class,Standard Class
9795,First Class,Standard Class
15060,Second Class,Standard Class
46141,Second Class,Standard Class
27593,Second Class,Standard Class
26951,Second Class,Standard Class
42730,Standard Class,Standard Class
13967,Second Class,Standard Class
6603,Same Day,Standard Class
23534,Standard Class,Standard Class
23637,Second Class,Standard Class
39306,Standard Class,Standard Class
19519,Standard Class,Standard Class
36015,Standard Class,Standard Class
48927,Standard Class,Standard Class
23751,Second Class,Standard Class
22928,Standard Class,Standard Class
9838,Second Class,
22318,Standard Class,Standard Class
44635,Standard Class,Standard Class
14541,Second Class,Standard Class
40378,Standard Class,Standard Class
34700,Standard Class,Standard Class
1610,Second Class,
10786,First Class,Standard Class
12089,First Class,Standard Class
5032,Standard Class,Standard Class
33245,Standard Class,Standard Class
7332,Standard Class,Standard Class
44646,Standard Class,Standard Class
15755,Standard Class,Standard Class
14124,Second Class,Standard Class
21463,Standard Class,Standard Class
2836,Standard Class,Standard Class
11895,Second Class,Standard Class
37997,Standard Class,Standard Class
13955,Second Class,Standard Class
18355,Standard Class,Standard Class
537,Standard Class,Standard Class
40045,Standard Class,Standard Class
20195,Standard Class,Standard Class
1543,Same Day,Standard Class
33131,Standard Class,Standard Class
10878,Second Class,Standard Class
44171,Standard Class,Standard Class
37704,Standard Class,Standard Class
3244,Standard Class,Standard Class
7442,Standard Class,Standard Class
39362,Standard Class,Standard Class
14940,Second Class,Standard Class
10210,First Class,
36362,Standard Class,Standard Class
35920,Standard Class,Standard Class
27098,Second Class,Standard Class
30650,First Class,Standard Class
38614,Standard Class,Standard Class
10697,Second Class,Standard Class
34357,Standard Class,Standard Class
9212,Second Class,Standard Class
4167,Standard Class,Standard Class
22683,Standard Class,Standard Class
1926,Second Class,Standard Class
47089,Standard Class,Standard Class
39702,Standard Class,Standard Class
46447,Standard Class,Standard Class
4168,Standard Class,Standard Class
30391,First Class,Standard Class
19043,Standard Class,Standard Class
1464,First Class,Standard Class
43047,Standard Class,Standard Class
43071,Standard Class,Standard Class
30757,First Class,Standard Class
25980,First Class,Standard Class
8904,Standard Class,Standard Class
36261,Standard Class,Standard Class
45990,Standard Class,Standard Class
25747,Same Day,Standard Class
47284,Standard Class,Standard Class
9096,Standard Class,Standard Class
44480,Standard Class,Standard Class
36357,Standard Class,Standard Class
38799,Standard Class,Standard Class
48183,Standard Class,Standard Class
48463,Second Class,Standard Class
45358,Standard Class,Standard Class
43157,Standard Class,Standard Class
16237,Standard Class,Standard Class
2131,Second Class,Standard Class
21832,Standard Class,Standard Class
6246,Second Class,Standard Class
49185,Standard Class,Standard Class
13953,Second Class,Standard Class
42033,Standard Class,Standard Class
31971,Second Class,Standard Class
16640,Standard Class,Standard Class
49450,Same Day,Standard Class
43342,Standard Class,Standard Class
24923,First Class,Standard Class
26420,Second Class,
13152,First Class,Standard Class
5083,Standard Class,Standard Class
3583,Second Class,Standard Class
6945,Standard Class,Standard Class
3172,Second Class,Standard Class
21186,Standard Class,Standard Class
34112,Standard Class,Standard Class
18784,Standard Class,Standard Class
11501,Same Day,Standard Class
20352,Standard Class,Standard Class
46123,Same Day,Standard Class
15949,Standard Class,Standard Class
7994,Standard Class,Standard Class
35599,Standard Class,Standard Class
47975,First Class,Standard Class
38845,Standard Class,Standard Class
11140,Second Class,Standard Class
7884,Standard Class,Standard Class
48403,Second Class,Standard Class
2450,Second Class,Standard Class
2373,First Class,Standard Class
39288,Standard Class,Standard Class
17008,Standard Class,Standard Class
33769,Standard Class,Standard Class
11220,Second Class,Standard Class
46981,Second Class,Standard Class
6528,Same Day,Standard Class
5353,Standard Class,Standard Class
19087,Standard Class,Standard Class
26117,First Class,Standard Class
18764,Standard Class,Standard Class
22256,Standard Class,Standard Class
5288,Standard Class,Standard Class
24042,Second Class,Standard Class
43146,Standard Class,Standard Class
42684,Standard Class,Standard Class
44814,Standard Class,Standard Class
20605,Standard Class,Standard Class
1689,Same Day,Standard Class
15109,Second Class,Standard Class
43411,Standard Class,Standard Class
8606,Standard Class,Standard Class
34176,Standard Class,Standard Class
35759,Standard Class,Standard Class
11400,First Class,Standard Class
28017,First Class,Standard Class
46723,Standard Class,Standard Class
48793,Standard Class,Standard Class
2543,Standard Class,Standard Class
2764,Standard Class,Standard Class
32241,Second Class,Standard Class
8216,Standard Class,Standard Class
307,Standard Class,Standard Class
46359,Standard Class,Standard Class
1974,Second Class,Standard Class
26166,First Class,Standard Class
36585,Standard Class,Standard Class
32280,Second Class,Standard Class
10939,Second Class,Standard Class
44034,Standard Class,Standard Class
40160,Standard Class,Standard Class
30467,First Class,Standard Class
41329,Standard Class,Standard Class
36904,Standard Class,Standard Class
21784,Standard Class,Standard Class
45365,Standard Class,Standard Class
11731,Second Class,Standard Class
48915,Second Class,Standard Class
1445,First Class,Standard Class
3814,Second Class,Standard Class
19445,Standard Class,Standard Class
1686,Same Day,Standard Class
8255,Standard Class,Standard Class
11416,First Class,Standard Class
25693,Same Day,
18926,Standard Class,Standard Class
10928,First Class,Standard Class
33416,Standard Class,Standard Class
31826,Second Class,Standard Class
6224,Second Class,Standard Class
12994,First Class,Standard Class
31507,Second Class,
48035,Second Class,Standard Class
84,Standard Class,Standard Class
32255,Second Class,Standard Class
7475,Standard Class,Standard Class
5433,Standard Class,Standard Class
44313,Standard Class,Standard Class
5634,Standard Class,Standard Class
14794,Second Class,Standard Class
37283,Standard Class,Standard Class
12694,Same Day,Standard Class
5637,Standard Class,Standard Class
38533,Standard Class,Standard Class
43909,Standard Class,Standard Class
39747,Standard Class,Standard Class
30152,First Class,
34033,Standard Class,Standard Class
7189,Standard Class,Standard Class
27790,Second Class,Standard Class
26624,Second Class,Standard Class
26963,Second Class,Standard Class
43012,Standard Class,Standard Class
17137,Standard Class,Standard Class
6463,Second Class,Standard Class
2312,Second Class,Standard Class
16399,Standard Class,Standard Class
33849,Standard Class,Standard Class
9236,Second Class,
44291,Standard Class,Standard Class
4335,Second Class,Standard Class
46368,Standard Class,Standard Class
11559,First Class,Standard Class
5661,Standard Class,Standard Class
32064,Second Class,Standard Class
29006,First Class,Standard Class
30216,First Class,Standard Class
24525,First Class,Standard Class
39087,Standard Class,Standard Class
40655,Standard Class,Standard Class
9532,Second Class,Standard Class
28308,Same Day,Standard Class
38112,Standard Class,Standard Class
26671,Second Class,Standard Class
42500,Standard Class,Standard Class
3890,Standard Class,Standard Class
27360,First Class,
39583,Standard Class,Standard Class
15822,Standard Class,Standard Class
31070,Same Day,
44041,Standard Class,Standard Class
4854,First Class,
17227,Standard Class,Standard Class
49018,Second Class,Standard Class
11410,Second Class,Standard Class
38015,Standard Class,Standard Class
39417,Standard Class,Standard Class
43948,Standard Class,Standard Class
16634,Standard Class,Standard Class
45603,Standard Class,Standard Class
41876,Standard Class,Standard Class
23153,Standard Class,Standard Class
16013,Standard Class,Standard Class
40916,Standard Class,Standard Class
46022,Standard Class,Standard Class
10197,First Class,
43187,Standard Class,Standard Class
46726,Standard Class,Standard Class
18821,Standard Class,Standard Class
18062,Standard Class,Standard Class
13193,First Class,
33487,Standard Class,Standard Class
18484,Standard Class,Standard Class
44281,Standard Class,Standard Class
19979,Standard Class,Standard Class
48281,First Class,Standard Class
17847,Standard Class,Standard Class
17675,Standard Class,Standard Class
20525,Standard Class,Standard Class
6928,Standard Class,Standard Class
33577,Standard Class,Standard Class
520,Standard Class,Standard Class
40466,Standard Class,Standard Class
29559,Second Class,
32294,Standard Class,Standard Class
8830,Standard Class,Standard Class
10290,First Class,
6792,Standard Class,Standard Class
12925,First Class,Standard Class
37736,Standard Class,Standard Class
13866,First Class,Standard Class
2377,Second Class,Standard Class
